boundary_id,artifact,segment_identity,payload_offset,size,producer_offset,producer_size,source,decoded_state,target_sha256,replay_backend,replay_evidence_id,raw_evidence_id,notes
th04-op-boundary-0bf41,th04-op,mz-load-module,0xBF41,0x27,0xBED5,0x6A5,src/op/music/tracklist_put_both.cpp,decoded-exact,924a854e54876a3a3786333189d46f7066f52d6840a24bef03723093b4f11e91,op-tracklist-put-both-v594,ev-th04-op-tracklist-put-both-aggregate-v594,ev-th04-op-tracklist-put-both-raw-v594,Maintained natural C++ reproduces the complete target-reviewed 39-byte tracklist renderer in focused cold replay and the v595 31-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b738,th04-op,mz-load-module,0xB738,0x2E,0xB49F,0x5A6,src/op/setup/help_put.cpp,decoded-exact,d8d9fdeaf1e480271c598c41c51e70e6a9ce1d3a6b09f591e4253d039661cc0e,op-help-put-v596,ev-th04-op-bgm-help-put-aggregate-v596,ev-th04-op-bgm-help-put-raw-v596,Maintained natural C++ reproduces complete target-reviewed bgm_help_put in focused cold replay and the v597 33-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b766,th04-op,mz-load-module,0xB766,0x2E,0xB49F,0x5A6,src/op/setup/help_put.cpp,decoded-exact,0d16f674796500c69f66927b5c4f05e027cad3d8e4771a52d561ab9fac1976e3,op-help-put-v596,ev-th04-op-se-help-put-aggregate-v596,ev-th04-op-se-help-put-raw-v596,Maintained natural C++ reproduces complete target-reviewed se_help_put in focused cold replay and the v597 33-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0c33f,th04-op,mz-load-module,0xC33F,0x30,0xBED5,0x6A5,src/op/music/cmt_unput_both_animate.cpp,decoded-exact,5337c81b6db988be1e1c5cee4723cc916ebc22599d5292d0d6f718db0623eea0,op-cmt-unput-v598,ev-th04-op-cmt-unput-aggregate-v598,ev-th04-op-cmt-unput-raw-v598,Maintained natural C++ reproduces the complete target-reviewed 48-byte comment-unput animation in focused cold replay and the v599 34-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0c30e,th04-op,mz-load-module,0xC30E,0x31,0xBED5,0x6A5,src/op/music/cmt_fadein_both_animate.cpp,decoded-exact,4f97063a5945790c51e547d12f05873af5f881ef55a1cb0f9fb405c585e83fde,op-cmt-fadein-v600,ev-th04-op-cmt-fadein-aggregate-v600,ev-th04-op-cmt-fadein-raw-v600,Maintained natural C++ reproduces the complete target-reviewed 49-byte comment fade-in animation in focused cold replay and the v601 35-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0cc97,th04-op,mz-load-module,0xCC97,0x31,0xCC97,0x2C7,src/op/title/main_cdg_load.cpp,decoded-exact,ba500a52961717b4b8e5d27b855c3b30dca24772fbd08f19db972091f1ce3a0d,op-main-cdg-load-v602,ev-th04-op-main-cdg-load-aggregate-v602,ev-th04-op-main-cdg-load-raw-v602,Maintained natural C++ reproduces the complete target-reviewed 49-byte main CDG loader in focused cold replay and the v603 36-slice OP aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a059,th04-maine,mz-load-module,0xA059,0x31,0xA059,0x239,src/maine/core/cfg_load_resident_ptr.cpp,decoded-exact,d80e86557f5913ec5b6cd7a168bdefbc88623b97b6c691e4b555c694ac77ede1,maine-cfg-resident-v604,ev-th04-maine-cfg-resident-aggregate-v604,ev-th04-maine-cfg-resident-raw-v604,Maintained natural C++ reproduces the complete target-reviewed 49-byte CFG resident loader in focused cold replay and the v605 31-slice MAINE aggregate; packed-file offset remains unknown.
th04-op-boundary-0bf68,th04-op,mz-load-module,0xBF68,0x31,0xBED5,0x6A5,src/op/music/nopoly_snap.cpp,decoded-exact,878219a9c64061c7ea7c8428034b8aa7868d17441c95bae7fe2cb08c6c25ca68,op-nopoly-snap-v606,ev-th04-op-nopoly-snap-aggregate-v606,ev-th04-op-nopoly-snap-raw-v606,Maintained natural C++ reproduces the complete target-reviewed 49-byte nopoly_B_snap leaf in focused cold replay and the v607 37-slice OP aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a08a,th04-maine,mz-load-module,0xA08A,0x33,0xA059,0x239,src/maine/core/game_exit_and_exec.cpp,decoded-exact,c2c6304984298f554b3922a1703ba84b07cad3ccb5d3f673bad7aa6b5b3d624b,maine-game-exit-exec-v608,ev-th04-maine-game-exec-aggregate-v608,ev-th04-maine-game-exec-raw-v608,Maintained natural C++ reproduces the complete target-reviewed 51-byte game-exit/exec wrapper in focused cold replay and the v609 32-slice MAINE aggregate; packed-file offset remains unknown.
th04-op-boundary-0c244,th04-op,mz-load-module,0xC244,0x37,0xBED5,0x6A5,src/op/music/music_update_render_and_flip.cpp,decoded-exact,dec941d0d2d279b96ec44aa34384b88478572adfa40691bdf3eff9546ad1acf5,op-music-update-flip-v610,ev-th04-op-music-update-flip-aggregate-v610,ev-th04-op-music-update-flip-raw-v610,Maintained natural C++ reproduces the complete target-reviewed 55-byte music update/flip helper in focused cold replay and the v611 38-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b65c,th04-op,mz-load-module,0xB65C,0x3C,0xB49F,0x5A6,src/op/setup/rollup.cpp,decoded-exact,86622caa2fa0cd5eaad8d868f67d1b6ed7b95d704209b4d7b5f2c6d381871aa1,op-rollup-v612,ev-th04-op-rollup-aggregate-v612,ev-th04-op-rollup-raw-v612,Maintained natural C++ reproduces the complete target-reviewed 60-byte rollup in focused cold replay and the v613 39-slice OP aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a292,th04-maine,mz-load-module,0xA292,0x3F,0xA292,0xC3E,src/maine/cutscene/script_load.cpp,decoded-exact,3ba5c2324b149758fd6a5a84caac58f2d219f10155347b9171fc2357e14ce951,maine-cutscene-script-load-v614,ev-th04-maine-script-load-aggregate-v614,ev-th04-maine-script-load-raw-v614,Maintained natural C++ reproduces the complete target-reviewed 63-byte cutscene script loader in focused cold replay and the v615 33-slice MAINE aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a0bd,th04-maine,mz-load-module,0xA0BD,0x45,0xA059,0x239,src/maine/end/end_animate.cpp,decoded-exact,3e1b8ce8c2a22d9c97342ddb6214fdddc33076dc341eb2175c57c59e0f08e725,maine-end-animate-v616,ev-th04-maine-end-animate-aggregate-v616,ev-th04-maine-end-animate-raw-v616,Maintained natural C++ reproduces the complete target-reviewed 69-byte end animation helper in focused cold replay and the v617 34-slice MAINE aggregate; packed-file offset remains unknown.
th04-op-boundary-0c2c4,th04-op,mz-load-module,0xC2C4,0x4A,0xBED5,0x6A5,src/op/music/cmt_put.cpp,decoded-exact,a7c2fbd8e2e6a445190ef5798fd6fdff173ab6725992be9ded2e3d0f67db3b31,op-cmt-put-v618,ev-th04-op-cmt-put-aggregate-v618,ev-th04-op-cmt-put-raw-v618,Maintained natural C++ reproduces the complete target-reviewed 74-byte comment renderer in focused cold replay and the v619 40-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0c27b,th04-op,mz-load-module,0xC27B,0x49,0xBED5,0x6A5,src/op/music/cmt_load.cpp,decoded-exact,c0649b54409ab1740583b84e26d60a107be8ff7bd2cedd65ead7ba272c417b01,op-cmt-load-v620,ev-th04-op-cmt-load-aggregate-v620,ev-th04-op-cmt-load-raw-v620,Maintained natural C++ reproduces the complete target-reviewed 73-byte comment loader in focused cold replay and the v621 41-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0c36f,th04-op,mz-load-module,0xC36F,0x48,0xBED5,0x6A5,src/op/music/cmt_load_unput_and_put_both_animate.cpp,decoded-exact,b1096abaffaa3a96347a93b6be062d72be094d7488668fe0234daf320765434b,op-cmt-transition-v622,ev-th04-op-cmt-transition-aggregate-v622,ev-th04-op-cmt-transition-raw-v622,Maintained natural C++ reproduces the complete target-reviewed 72-byte comment transition wrapper in focused cold replay and the v623 42-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b698,th04-op,mz-load-module,0xB698,0x4F,0xB49F,0x5A6,src/op/setup/bgm_choice_put.cpp,decoded-exact,3ecc90a3839d8f10c8ea88eebea2ec172c46e163442251c44d089231d056ab49,op-bgm-choice-v624,ev-th04-op-bgm-choice-aggregate-v624,ev-th04-op-bgm-choice-raw-v624,Maintained natural C++ reproduces the complete target-reviewed 79-byte BGM choice renderer in focused cold replay and the v625 43-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b6e7,th04-op,mz-load-module,0xB6E7,0x51,0xB49F,0x5A6,src/op/setup/se_choice_put.cpp,decoded-exact,2e4b3dbe604fda7bdcbee9542e8952f4218112d24b1d5f74049870f2971415d8,op-se-choice-v626,ev-th04-op-se-choice-aggregate-v626,ev-th04-op-se-choice-raw-v626,Maintained natural C++ reproduces the complete target-reviewed 81-byte SE choice renderer in focused cold replay and the v627 44-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b519,th04-op,mz-load-module,0xB519,0x59,0xB49F,0x5A6,src/op/setup/window_rollup_put.cpp,decoded-exact,0a86d636a0bf3df5187ffccdeaaccf0fdf63ed8944cf18a82a676f1bc0bf3459,op-window-rollup-put-v628,ev-th04-op-window-rollup-put-aggregate-v628,ev-th04-op-window-rollup-put-raw-v628,Maintained natural C++ reproduces the complete target-reviewed 89-byte window rollup renderer in focused cold replay and the v629 45-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b572,th04-op,mz-load-module,0xB572,0x70,0xB49F,0x5A6,src/op/setup/dropdown.cpp,decoded-exact,470db02e3ed8c6f6009828909b500276b91855b2babf88a1afefd3e467863cc8,op-dropdown-v630,ev-th04-op-dropdown-aggregate-v630,ev-th04-op-dropdown-raw-v630,Maintained natural C++ reproduces the complete target-reviewed 112-byte dropdown animation in focused cold replay and the v631 46-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b49f,th04-op,mz-load-module,0xB49F,0x7A,0xB49F,0x5A6,src/op/setup/window_dropdown_put.cpp,decoded-exact,47435708ff5c7f8b0897a21c863c4a79c617b3d4d53e39537bf71dc0c8d7889c,op-window-dropdown-put-v632,ev-th04-op-window-dropdown-put-aggregate-v632,ev-th04-op-window-dropdown-put-raw-v632,Maintained natural C++ reproduces the complete target-reviewed 122-byte window dropdown renderer in focused cold replay and the v633 47-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b5e2,th04-op,mz-load-module,0xB5E2,0x7A,0xB49F,0x5A6,src/op/setup/singleline.cpp,decoded-exact,7e790b27f8250a222656455638ab8dd2a102d8550b67a666dcbe6d28f6ebeb1d,op-singleline-v634,ev-th04-op-singleline-aggregate-v634,ev-th04-op-singleline-raw-v634,Maintained natural C++ reproduces the complete target-reviewed 122-byte singleline renderer in focused cold replay and the v635 48-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0bed5,th04-op,mz-load-module,0xBED5,0x6C,0xBED5,0x6A5,src/op/music/track_put_both.cpp,decoded-exact,e628575e98373909fbae9b962e8d57df747fa86fd482fc5eb59fc8beaedb755b,op-track-put-both-v636,ev-th04-op-track-put-both-aggregate-v636,ev-th04-op-track-put-both-raw-v636,Maintained natural C++ reproduces the complete target-reviewed 108-byte track renderer in focused cold replay and the v637 49-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0d338,th04-op,mz-load-module,0xD338,0x6A,0xCF5E,0xAB3,src/op/menu/playchar_title_box_put.cpp,decoded-exact,95663762bc4414804d9e05bfe151fc2730c6f53055744634ccc9e3ca801cb559,op-playchar-title-box-v638,ev-th04-op-playchar-title-box-aggregate-v638,ev-th04-op-playchar-title-box-raw-v638,Maintained natural C++ reproduces the complete target-reviewed 106-byte playchar title-box renderer in focused cold replay and the v639 50-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0d20a,th04-op,mz-load-module,0xD20A,0x7B,0xCF5E,0xAB3,src/op/menu/pic_darken.cpp,decoded-exact,61b4c88950ada19db8bce9901255373df43c863fffd32e88680ffaef9f69a6c6,op-pic-darken-v640,ev-th04-op-pic-darken-aggregate-v640,ev-th04-op-pic-darken-raw-v640,Maintained natural C++ reproduces the complete target-reviewed 123-byte playchar darkening helper in focused cold replay and the v641 51-slice OP aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a73b,th04-maine,mz-load-module,0xA73B,0x54,0xA292,0xC3E,src/maine/cutscene/cursor_advance.cpp,decoded-exact,34023f82fc04d4b41c8cbfc49314c9a5a964b3158954ba7613ff49e8cb66b37b,maine-cursor-advance-v643,ev-th04-maine-cursor-advance-aggregate-v643,ev-th04-maine-cursor-advance-raw-v643,Maintained natural C++ reproduces the complete target-reviewed 84-byte cursor advance helper in focused cold replay and the repaired v644 35-slice MAINE aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a59e,th04-maine,mz-load-module,0xA59E,0xAF,0xA292,0xC3E,src/maine/cutscene/box_bg_put.cpp,decoded-exact,3c5d6fcee9346ddd6c52e9fd8cff266c40501b1479ba582ec699f67fe9f284ca,maine-box-bg-put-v647,ev-th04-maine-box-bg-put-aggregate-v647,ev-th04-maine-box-bg-put-raw-v647,Maintained natural C++ reproduces the complete target-reviewed 175-byte box background restore helper in focused cold replay and the v648 36-slice MAINE aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a64d,th04-maine,mz-load-module,0xA64D,0xC6,0xA292,0xC3E,src/maine/cutscene/script_param_first.cpp,decoded-exact,9b0fbd0808fb2fef02c9403b8a7344ed04027b50824d71277b8420463ab5092b,maine-script-param-first-v649,ev-th04-maine-script-param-first-aggregate-v649,ev-th04-maine-script-param-first-raw-v649,Maintained natural C++ reproduces the complete target-reviewed 198-byte first script-number parser in focused cold replay and the v650 37-slice MAINE aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a30a,th04-maine,mz-load-module,0xA30A,0x75,0xA292,0xC3E,src/maine/cutscene/pic_copy_to_other.cpp,decoded-exact,d5e7f8d80a8390a4d2bd5c029cdbee2840ac0cc1cd7e19848147a091ec73fd5f,maine-pic-copy-to-other-v651,ev-th04-maine-pic-copy-to-other-aggregate-v651,ev-th04-maine-pic-copy-to-other-raw-v651,Maintained natural C++ reproduces the complete target-reviewed 117-byte picture page copy helper in focused cold replay and the v652 38-slice MAINE aggregate; packed-file offset remains unknown.
th04-op-boundary-0e0ac,th04-op,mz-load-module,0xE0AC,0x48,0xE0AC,0x48,src/shared/core/game_exit.cpp,decoded-exact,69aeb7ab16c1e74d4e220e8ca24a6253e4d301cdf565edf70d3f2bce1aca0745,op-game-exit-v654,ev-th04-op-game-exit-aggregate-v654,ev-th04-op-game-exit-raw-v654,Maintained shared natural C++ reproduces the complete target-reviewed 72-byte game_exit wrapper in focused cold replay and the v655 52-slice aggregate; packed-file offset remains unknown.
th04-maine-boundary-0d3f4,th04-maine,mz-load-module,0xD3F4,0x48,0xD3F4,0x48,src/shared/core/game_exit.cpp,decoded-exact,2c230b46d1ee194419df9e016888ca58a7a684d4917313ae5735ff1abe8fadaf,maine-game-exit-v654,ev-th04-maine-game-exit-aggregate-v654,ev-th04-maine-game-exit-raw-v654,Maintained shared natural C++ reproduces the complete target-reviewed 72-byte game_exit wrapper in focused cold replay and the v655 39-slice aggregate; packed-file offset remains unknown.
th04-maine-boundary-0d43c,th04-maine,mz-load-module,0xD43C,0x4D,0xD43C,0x4E,src/shared/core/game_init_main.cpp,decoded-exact,71bcdbd68d5d111fa0fbb90d8196b5ebaffda59eddd1e9ef071db0239fa86133,maine-game-init-main-v656,ev-th04-maine-game-init-main-aggregate-v656,ev-th04-maine-game-init-main-raw-v656,Maintained shared natural C++ reproduces the complete target-reviewed 77-byte game_init_main in focused cold replay and the v657 40-slice MAINE aggregate; packed-file offset remains unknown.
th04-op-boundary-0d6b2,th04-op,mz-load-module,0xD6B2,0x56,0xCF5E,0xAB3,src/op/menu/playchar_menu_initial.cpp,decoded-exact,8c3643a4c6e78e757ebd25e60e337ece5eeebbbddf9d6dc01f5c3e67a4cc5ec9,op-playchar-menu-initial-v658,ev-th04-op-playchar-menu-initial-aggregate-v658,ev-th04-op-playchar-menu-initial-raw-v658,Maintained natural C++ reproduces the complete target-reviewed 86-byte initial character-menu renderer in focused cold replay and the v659 53-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0d650,th04-op,mz-load-module,0xD650,0x62,0xCF5E,0xAB3,src/op/menu/shottype_menu_initial.cpp,decoded-exact,d7a63ea4c3995e47cf2186cf700f2744f75b3967a194797938c3841abd39beb2,op-shottype-menu-initial-v660,ev-th04-op-shottype-menu-initial-aggregate-v660,ev-th04-op-shottype-menu-initial-raw-v660,Maintained natural C++ reproduces the complete target-reviewed 98-byte initial shot-type renderer in focused cold replay and the v661 54-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0a96c,th04-op,mz-load-module,0xA96C,0x5D,0xA74C,0xD53,src/op/start/start_extra.cpp,decoded-exact,a844d77702f1ed106371a666aa58cd0b5ccaf2c9852fb05a8df4d4eb42ddf855,op-start-extra-v662,ev-th04-op-start-extra-aggregate-v662,ev-th04-op-start-extra-raw-v662,Maintained natural C++ reproduces the complete target-reviewed 93-byte Extra-start wrapper in focused cold replay and the v663 55-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0ae28,th04-op,mz-load-module,0xAE28,0x6E,0xA74C,0xD53,src/op/main/menu_sel_update.cpp,decoded-exact,20166ad36ad2ecda3b47fa3d9883e7f2d1def5468bae4e7a0273e239ffc58d03,op-menu-sel-update-v664,ev-th04-op-menu-sel-update-aggregate-v664,ev-th04-op-menu-sel-update-raw-v664,Maintained natural C++ reproduces the complete target-reviewed 110-byte menu selection updater in focused cold replay and the v665 56-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0a8f1,th04-op,mz-load-module,0xA8F1,0x7B,0xA74C,0xD53,src/op/start/start_game.cpp,decoded-exact,961047fee1ad2a8c7090f005a24f492b44e199e32bddc03911d74383f7761f98,op-start-game-v666,ev-th04-op-start-game-aggregate-v666,ev-th04-op-start-game-raw-v666,Maintained natural C++ reproduces the complete target-reviewed 123-byte normal-game start wrapper in focused cold replay and the v667 57-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0a873,th04-op,mz-load-module,0xA873,0x7E,0xA74C,0xD53,src/op/config/cfg_save_exit.cpp,decoded-exact,c491e94f797e59d1e3d2717001b19aad62a9b598cf9c6bd9d910daacedfb5438,op-cfg-save-exit-v668,ev-th04-op-cfg-save-exit-aggregate-v668,ev-th04-op-cfg-save-exit-raw-v668,Maintained natural C++ reproduces the complete target-reviewed 126-byte exit configuration writer in focused cold replay and the v669 58-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0e0f4,th04-op,mz-load-module,0xE0F4,0x81,0xE0F4,0x82,src/shared/core/game_init_op.cpp,decoded-exact,3242fc6b331e7d6a9068d08ca41d7c5bcec1f61a20931fa9c69daa2d3df675c4,op-game-init-op-v671,ev-th04-op-game-init-op-aggregate-v671,ev-th04-op-game-init-op-raw-v671,Maintained shared natural C++ reproduces the complete target-reviewed 129-byte game_init_op in focused cold replay and the v672 59-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0a7f0,th04-op,mz-load-module,0xA7F0,0x83,0xA74C,0xD53,src/op/config/cfg_save.cpp,decoded-exact,be056b6b594a94ae4443f64c3f550dc1f3f8747a88349dc77e466b97257f46e8,op-cfg-save-v673,ev-th04-op-cfg-save-aggregate-v673,ev-th04-op-cfg-save-raw-v673,Maintained natural C++ reproduces the complete target-reviewed 131-byte configuration writer in focused cold replay and the v674 60-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0b9ce,th04-op,mz-load-module,0xB9CE,0x77,0xB49F,0x5A6,src/op/setup/setup_menu.cpp,decoded-exact,88ee8739a039039549ed4c7902a3cdeae05276b4a8d7cb5c70d9974ad9686df5,op-setup-menu-v676,ev-th04-op-setup-menu-aggregate-v676,ev-th04-op-setup-menu-raw-v676,Maintained natural C++ reproduces the complete target-reviewed 119-byte setup wrapper in focused cold replay and the v677 61-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0bfc5,th04-op,mz-load-module,0xBFC5,0x89,0xBED5,0x6A5,src/op/music/polygon_build.cpp,decoded-exact,622247641568682d06e13d410c42d081f2f1e594d69bee5ea24147e67e51a7ea,op-polygon-build-v678,ev-th04-op-polygon-build-aggregate-v678,ev-th04-op-polygon-build-raw-v678,Maintained natural C++ reproduces the complete target-reviewed 137-byte polygon builder in focused cold replay and the v679 62-slice OP aggregate; packed-file offset remains unknown.
th04-op-boundary-0a74c,th04-op,mz-load-module,0xA74C,0xA4,0xA74C,0xD53,src/op/config/cfg_load.cpp,decoded-exact,007b031558b792b510a709526d9171b323daeba7b98532aed3023a8f85c1ff87,op-cfg-load-v680,ev-th04-op-cfg-load-aggregate-v680,ev-th04-op-cfg-load-raw-v680,Maintained natural C++ reproduces the complete target-reviewed 164-byte configuration loader in focused cold replay and the v681 63-slice OP aggregate; packed-file offset remains unknown.
th04-maine-boundary-0c316,th04-maine,mz-load-module,0xC316,0x9C,0xC316,0x9C,src/maine/score/hisave.cpp,decoded-exact,657805c7c6b0773da7bdcd1e6813507c1c3305fb75dd8ee695c3b6b75d9992b6,maine-hiscore-save-v682,ev-th04-maine-hiscore-save-aggregate-v682,ev-th04-maine-hiscore-save-raw-v682,Maintained natural C++ reproduces the complete target-reviewed 156-byte high-score save wrapper in focused cold replay and the v683 41-slice MAINE aggregate; packed-file offset remains unknown.
th04-op-boundary-0d285,th04-op,mz-load-module,0xD285,0xB3,0xCF5E,0xAB3,src/op/menu/playchar_titles_put.cpp,decoded-exact,dcdce95b22f59bd6b7d7840ee83d358bf7597782b8a57886969bd773121c067b,op-playchar-titles-v684,ev-th04-op-playchar-titles-aggregate-v684,ev-th04-op-playchar-titles-raw-v684,Maintained natural C++ reproduces the complete target-reviewed 179-byte playchar title renderer in focused cold replay and the v685 64-slice OP aggregate; packed-file offset remains unknown.
th04-maine-boundary-0a847,th04-maine,mz-load-module,0xA847,0x575,0xA292,0xC3E,src/maine/cutscene/script_op.inl,decoded-exact,bfe8e1a9a3aaa823807f3e3e2053ed2eae6e47fbe6cdc1406ba5d432acf7eb15,maine-script-op-v685,ev-th04-maine-script-op-aggregate-v686,ev-th04-maine-script-op-raw-v685,Maintained natural C++ reproduces the complete target-reviewed 1397-byte dispatcher; the adjacent compiler switch table and complete CUTSCENE_TEXT producer are also raw-zero in two cold rounds. The 42-slice MAINE aggregate passes; no packed-file or whole-MAINE exactness is claimed.
th04-maine-boundary-0adfc,th04-maine,mz-load-module,0xADFC,0xD4,0xA292,0xC3E,src/maine/cutscene/cutscene_animate.inl,decoded-exact,7229d2bd0dc77c3664592cc7b9a6576d88aeef8f25fba919bc444c69f654d6c2,maine-cutscene-animate-v687,ev-th04-maine-cutscene-animate-aggregate-v688,ev-th04-maine-cutscene-animate-raw-v687,Maintained natural C++ reproduces the complete target-reviewed 212-byte cutscene loop; the complete CUTSCENE_TEXT producer is raw-zero in two cold rounds and the 43-slice MAINE aggregate passes.
th04-maine-boundary-0a4ae,th04-maine,mz-load-module,0xA4AE,0xD1,0xA292,0xC3E,src/maine/cutscene/box_bg_snap.inl,decoded-exact,7aa6bf58223e039a617bc05aa08d2475c3b37638117a2b9473b058541656a926,maine-box-bg-snap-v689,ev-th04-maine-box-bg-snap-aggregate-v690,ev-th04-maine-box-bg-snap-raw-v689,Maintained natural C++ reproduces the complete target-reviewed 209-byte box background allocation/snapshot function; the complete CUTSCENE_TEXT producer is raw-zero in two cold rounds and the 44-slice MAINE aggregate passes.
th04-maine-boundary-0a37f,th04-maine,mz-load-module,0xA37F,0x12F,0xA292,0xC3E,src/maine/cutscene/pic_put_both_masked.inl,decoded-exact,4a4a69256ba51a5efeabbe21da3f34663be99fee67b9c57b8587f96cb2eaa673,maine-pic-put-both-masked-v691,ev-th04-maine-pic-put-both-masked-aggregate-v692,ev-th04-maine-pic-put-both-masked-raw-v691,Maintained natural C++ reproduces the complete target-reviewed 303-byte masked picture blit; the full CUTSCENE_TEXT producer is raw-zero in two cold rounds and the 45-slice MAINE aggregate passes.
th04-maine-boundary-0cdab,th04-maine,mz-load-module,0xCDAB,0xB1,0xCDAB,0xB1,src/shared/formats/pi_put_quarter.cpp,decoded-exact,371a715332cd353be0d47df96cf8099f9da02460d1ae4b8be63b38afb9bd1b23,maine-pi-put-quarter-v695,ev-th04-maine-pi-put-quarter-aggregate-v696,ev-th04-maine-pi-put-quarter-raw-v695,"Maintained natural C++ reproduces the complete target-reviewed 177-byte PI quarter blit and the complete SHARED object contribution; both cold links preserve the full MAINE program image and all 559 ordered relocations, and the 46-slice MAINE aggregate passes."
th04-maine-boundary-0a102,th04-maine,mz-load-module,0xA102,0x190,0xA059,0x239,src/maine/end/main.inl,decoded-exact,9a44bbf57b6d60fa16f8a78415d969b62c6bf1c596c36fc20a779749cedd92a8,maine-main-v697,ev-th04-maine-main-aggregate-v698,ev-th04-maine-main-raw-v697,Maintained natural C++ reproduces the complete target-reviewed 400-byte MAINE _main; the complete 569-byte MAINE_E_TEXT producer is raw-zero in two cold rounds and the 47-slice MAINE aggregate passes.
th04-maine-boundary-0b25b,th04-maine,mz-load-module,0xB25B,0x36,0xAED0,0x8B7,src/maine/end/staff_bgimage_expand_put.inl,decoded-exact,378435b972c228aa4a986cea65a0f2f33277c50b8e35df06d0565c740e0cda55,maine-staff-bg-helper-v700,ev-th04-maine-staff-bg-helper-aggregate-v701,ev-th04-maine-staff-bg-helper-raw-v700,Maintained natural C++ reproduces the complete target-reviewed 54-byte staff background helper; the complete 0x8B7-byte staffall producer is raw-zero in two cold rounds and the 48-slice MAINE aggregate passes.
th04-maine-boundary-0b44d,th04-maine,mz-load-module,0xB44D,0x33A,0xAED0,0x8B7,src/maine/end/staffroll_animate.inl,decoded-exact,46cebdb10d5c0bb2cfe1e0bb1b6136caf6b1bc28f5477e38f7f6c43a6610142e,maine-staffroll-animate-v702,ev-th04-maine-staffroll-aggregate-v703,ev-th04-maine-staffroll-raw-v702,Maintained natural C++ reproduces the complete target-reviewed 826-byte staffroll animation; the complete 0x8B7-byte staffall producer is raw-zero in two cold rounds and the 49-slice MAINE aggregate passes.
