id,artifact,segment_identity,segment_offset,analysis_linear,payload_offset,body_size,body_span,boundary_state,origin,work_queue,accepted_state,name,map_public,map_module,map_segment,source_form,source_ref,observation,tasm_proc,tasm_distance,tasm_listing_line,ghidra_contiguous,ghidra_range_count,caller_count,callee_count,evidence_basis,notes
th04-maine-boundary-05f1c,th04-maine,mz-load-module,0x5F1C,0x15F1C,0x5F1C,0xA7,0xA7,corroborated,library,exclude,excluded,xmsg::xmsg(const string far&),xmsg::xmsg(const string far&),xmsg,_TEXT,linked-library,toolchain-or-library:xmsg,ghidra+map-public,,,,true,1,4,5,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-05fe7,th04-maine,mz-load-module,0x5FE7,0x15FE7,0x5FE7,0xAB,0xAB,corroborated,library,exclude,excluded,xmsg::xmsg(const xmsg far&),xmsg::xmsg(const xmsg far&),xmsg,_TEXT,linked-library,toolchain-or-library:xmsg,ghidra+map-public,,,,true,1,4,5,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-06092,th04-maine,mz-load-module,0x6092,0x16092,0x6092,0x5E,0x5E,corroborated,library,exclude,excluded,xmsg::~xmsg(),xmsg::~xmsg(),xmsg,_TEXT,linked-library,toolchain-or-library:xmsg,ghidra+map-public,,,,true,1,4,3,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-060fe,th04-maine,mz-load-module,0x60FE,0x160FE,0x60FE,0x0,0x0,provisional,library,exclude,excluded,xmsg::raise(),xmsg::raise(),xmsg,_TEXT,linked-library,toolchain-or-library:xmsg,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-maine-boundary-06175,th04-maine,mz-load-module,0x6175,0x16175,0x6175,0x0,0x0,provisional,library,exclude,excluded,xmsg::operator =(const xmsg far&),xmsg::operator =(const xmsg far&),xmsg,_TEXT,linked-library,toolchain-or-library:xmsg,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-maine-boundary-062b3,th04-maine,mz-load-module,0x62B3,0x162B3,0x62B3,0x9,0x9,corroborated,library,exclude,excluded,___JumpToCatch__,___JumpToCatch__,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-062bf,th04-maine,mz-load-module,0x62BF,0x162BF,0x62BF,0x25,0x25,provisional,library,exclude,excluded,FUN_1000_62bf,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-062e4,th04-maine,mz-load-module,0x62E4,0x162E4,0x62E4,0x9D,0x9D,provisional,library,exclude,excluded,FUN_1000_62e4,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,7,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-06381,th04-maine,mz-load-module,0x6381,0x16381,0x6381,0x153,0x153,provisional,library,exclude,excluded,FUN_1000_6381,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,2,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-064d4,th04-maine,mz-load-module,0x64D4,0x164D4,0x64D4,0x174,0x174,provisional,library,exclude,excluded,FUN_1000_64d4,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-06648,th04-maine,mz-load-module,0x6648,0x16648,0x6648,0x5C,0x5C,provisional,library,exclude,excluded,FUN_1000_6648,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-066a4,th04-maine,mz-load-module,0x66A4,0x166A4,0x66A4,0x39,0x39,provisional,library,exclude,excluded,FUN_1000_66a4,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-066dd,th04-maine,mz-load-module,0x66DD,0x166DD,0x66DD,0x105,0x105,provisional,library,exclude,excluded,FUN_1000_66dd,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,1,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-067e2,th04-maine,mz-load-module,0x67E2,0x167E2,0x67E2,0x2EE,0x2EE,provisional,library,exclude,excluded,FUN_1000_67e2,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-06b30,th04-maine,mz-load-module,0x6B30,0x16B30,0x6B30,0x188,0x188,provisional,library,exclude,excluded,FUN_1000_6b30,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,3,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-06ce8,th04-maine,mz-load-module,0x6CE8,0x16CE8,0x6CE8,0xB9,0xB9,provisional,library,exclude,excluded,FUN_1000_6ce8,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-06e07,th04-maine,mz-load-module,0x6E07,0x16E07,0x6E07,0x31B,0x32F,provisional,library,exclude,excluded,FUN_1000_6e07,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,false,3,2,8,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-07136,th04-maine,mz-load-module,0x7136,0x17136,0x7136,0x59,0x59,corroborated,library,exclude,excluded,"_throwexception(void far*,void far*,void far*,void far*,unsigned int,unsigned int,unsigned int,unsigned char far*)","_throwexception(void far*,void far*,void far*,void far*,unsigned int,unsigned int,unsigned int,unsigned char far*)",xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,8,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0718f,th04-maine,mz-load-module,0x718F,0x1718F,0x718F,0xAA,0xAA,corroborated,library,exclude,excluded,"_rethrowexception(unsigned int,unsigned char far*)","_rethrowexception(unsigned int,unsigned char far*)",xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,2,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-07239,th04-maine,mz-load-module,0x7239,0x17239,0x7239,0x5,0x5,provisional,library,exclude,excluded,FUN_1000_7239,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-0723e,th04-maine,mz-load-module,0x723E,0x1723E,0x723E,0x8C,0x8C,provisional,library,exclude,excluded,FUN_1000_723e,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,1,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-072ca,th04-maine,mz-load-module,0x72CA,0x172CA,0x72CA,0x47,0x47,corroborated,library,exclude,excluded,__Global_unwind,__Global_unwind,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-07311,th04-maine,mz-load-module,0x7311,0x17311,0x7311,0x5,0x5,provisional,library,exclude,excluded,FUN_1000_7311,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-07316,th04-maine,mz-load-module,0x7316,0x17316,0x7316,0xE7,0xE7,corroborated,library,exclude,excluded,_RaiseException,_RaiseException,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-07400,th04-maine,mz-load-module,0x7400,0x17400,0x7400,0x390,0x395,excluded,library,exclude,excluded,switchD_1000:ba13::caseD_0,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,false,3,0,3,target-unpacked-ghidra+candidate-map,"Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-maine-boundary-077bf,th04-maine,mz-load-module,0x77BF,0x177BF,0x77BF,0x46,0x50,provisional,library,exclude,excluded,FUN_1000_77bf,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,false,2,2,3,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-0780f,th04-maine,mz-load-module,0x780F,0x1780F,0x780F,0xD8,0xD8,provisional,library,exclude,excluded,FUN_1000_780f,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,2,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-078e7,th04-maine,mz-load-module,0x78E7,0x178E7,0x78E7,0x7D,0x7D,corroborated,library,exclude,excluded,_catchcleanup(),_catchcleanup(),xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-07964,th04-maine,mz-load-module,0x7964,0x17964,0x7964,0xCC,0xCC,provisional,library,exclude,excluded,FUN_1000_7964,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,2,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-07a30,th04-maine,mz-load-module,0x7A30,0x17A30,0x7A30,0x83,0x83,provisional,library,exclude,excluded,FUN_1000_7a30,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-07ab3,th04-maine,mz-load-module,0x7AB3,0x17AB3,0x7AB3,0x2A6,0x2A6,provisional,library,exclude,excluded,FUN_1000_7ab3,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,6,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-07d59,th04-maine,mz-load-module,0x7D59,0x17D59,0x7D59,0x1BF,0x1BF,provisional,library,exclude,excluded,FUN_1000_7d59,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,2,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-07f24,th04-maine,mz-load-module,0x7F24,0x17F24,0x7F24,0x0,0x0,provisional,library,exclude,excluded,__Local_unwind,__Local_unwind,xx,_TEXT,linked-library,toolchain-or-library:xx,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-maine-boundary-07f44,th04-maine,mz-load-module,0x7F44,0x17F44,0x7F44,0x2A,0x2A,corroborated,library,exclude,excluded,__Return_unwind,__Return_unwind,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-07f6e,th04-maine,mz-load-module,0x7F6E,0x17F6E,0x7F6E,0x84,0x84,provisional,library,exclude,excluded,FUN_1000_7f6e,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-07ffa,th04-maine,mz-load-module,0x7FFA,0x17FFA,0x7FFA,0x0,0x0,provisional,library,exclude,excluded,__ExceptionHandler,__ExceptionHandler,xx,_TEXT,linked-library,toolchain-or-library:xx,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-maine-boundary-083c4,th04-maine,mz-load-module,0x83C4,0x183C4,0x83C4,0x5A,0x6C,provisional,library,exclude,excluded,FUN_1000_83c4,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,false,3,1,3,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-08430,th04-maine,mz-load-module,0x8430,0x18430,0x8430,0x81,0x81,provisional,library,exclude,excluded,FUN_1000_8430,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-084b1,th04-maine,mz-load-module,0x84B1,0x184B1,0x84B1,0x2CB,0x2CB,provisional,library,exclude,excluded,FUN_1000_84b1,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,4,4,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-0877c,th04-maine,mz-load-module,0x877C,0x1877C,0x877C,0x102,0x102,provisional,library,exclude,excluded,FUN_1000_877c,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,3,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-0887e,th04-maine,mz-load-module,0x887E,0x1887E,0x887E,0xB1,0xB1,provisional,library,exclude,excluded,FUN_1000_887e,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-0892f,th04-maine,mz-load-module,0x892F,0x1892F,0x892F,0x40B,0x40B,provisional,library,exclude,excluded,FUN_1000_892f,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,1,7,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-08d3a,th04-maine,mz-load-module,0x8D3A,0x18D3A,0x8D3A,0x55,0x55,corroborated,library,exclude,excluded,__CurrExcContext,__CurrExcContext,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08d8f,th04-maine,mz-load-module,0x8D8F,0x18D8F,0x8D8F,0x0,0x0,provisional,library,exclude,excluded,__throwfilename(),__throwfilename(),xx,_TEXT,linked-library,toolchain-or-library:xx,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-maine-boundary-08da1,th04-maine,mz-load-module,0x8DA1,0x18DA1,0x8DA1,0x0,0x0,provisional,library,exclude,excluded,__throwlinenumber(),__throwlinenumber(),xx,_TEXT,linked-library,toolchain-or-library:xx,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-maine-boundary-08daf,th04-maine,mz-load-module,0x8DAF,0x18DAF,0x8DAF,0x0,0x0,provisional,library,exclude,excluded,__throwexceptionname(),__throwexceptionname(),xx,_TEXT,linked-library,toolchain-or-library:xx,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-maine-boundary-08dc1,th04-maine,mz-load-module,0x8DC1,0x18DC1,0x8DC1,0x6E,0x6E,corroborated,library,exclude,excluded,typeinfo::typeinfo(const typeinfo far&),typeinfo::typeinfo(const typeinfo far&),xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,2,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08e2f,th04-maine,mz-load-module,0x8E2F,0x18E2F,0x8E2F,0xF,0xF,corroborated,library,exclude,excluded,typeinfo::operator =(const typeinfo far&),typeinfo::operator =(const typeinfo far&),xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,0,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08e3e,th04-maine,mz-load-module,0x8E3E,0x18E3E,0x8E3E,0x34,0x34,corroborated,library,exclude,excluded,typeinfo::~typeinfo(),typeinfo::~typeinfo(),xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08e72,th04-maine,mz-load-module,0x8E72,0x18E72,0x8E72,0x26,0x26,corroborated,library,exclude,excluded,typeinfo::operator ==(const typeinfo far&) const,typeinfo::operator ==(const typeinfo far&) const,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08e98,th04-maine,mz-load-module,0x8E98,0x18E98,0x8E98,0x21,0x21,corroborated,library,exclude,excluded,typeinfo::operator !=(const typeinfo far&) const,typeinfo::operator !=(const typeinfo far&) const,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08eb9,th04-maine,mz-load-module,0x8EB9,0x18EB9,0x8EB9,0x78,0x78,corroborated,library,exclude,excluded,typeinfo::before(const typeinfo far&) const,typeinfo::before(const typeinfo far&) const,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08f31,th04-maine,mz-load-module,0x8F31,0x18F31,0x8F31,0x1A,0x1A,corroborated,library,exclude,excluded,typeinfo::name() const,typeinfo::name() const,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08f4b,th04-maine,mz-load-module,0x8F4B,0x18F4B,0x8F4B,0x83,0x83,corroborated,library,exclude,excluded,"__gettypeinfo(void far*,void far*,void far*,void far*)","__gettypeinfo(void far*,void far*,void far*,void far*)",xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-08fce,th04-maine,mz-load-module,0x8FCE,0x18FCE,0x8FCE,0x31,0x31,provisional,library,exclude,excluded,FUN_1000_8fce,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-09000,th04-maine,mz-load-module,0x9000,0x19000,0x9000,0x214,0x214,excluded,library,exclude,excluded,switchD_1000:be83::caseD_0,,xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra,,,,true,1,0,2,target-unpacked-ghidra+candidate-map,"Ghidra entry is a switch/data/non-code artifact, not an accepted function boundary."
th04-maine-boundary-09214,th04-maine,mz-load-module,0x9214,0x19214,0x9214,0x165,0x165,corroborated,library,exclude,excluded,"__dynamiccast(void far*,void far*,void far*,void far*,int)","__dynamiccast(void far*,void far*,void far*,void far*,int)",xx,_TEXT,linked-library,toolchain-or-library:xx,ghidra+map-public,,,,true,1,0,3,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-09401,th04-maine,mz-load-module,0x9401,0x19401,0x9401,0x137,0x137,corroborated,library,exclude,excluded,__DOSCMD,__DOSCMD,doscmd,_TEXT,linked-library,toolchain-or-library:doscmd,ghidra+map-public,,,,true,1,1,3,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0969f,th04-maine,mz-load-module,0x969F,0x1969F,0x969F,0x0,0x0,provisional,library,exclude,excluded,__exec,__exec,exec,_TEXT,linked-library,toolchain-or-library:exec,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-maine-boundary-098dd,th04-maine,mz-load-module,0x98DD,0x198DD,0x98DD,0x23,0x23,corroborated,library,exclude,excluded,_execl,_execl,execl,_TEXT,linked-library,toolchain-or-library:execl,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-09900,th04-maine,mz-load-module,0x9900,0x19900,0x9900,0x20,0x20,corroborated,library,exclude,excluded,_setblock,_setblock,setblock,_TEXT,linked-library,toolchain-or-library:setblock,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-09a5a,th04-maine,mz-load-module,0x9A5A,0x19A5A,0x9A5A,0x4D,0x4D,provisional,library,exclude,excluded,FUN_1000_9a5a,,ctor3,_TEXT,linked-library,toolchain-or-library:ctor3,ghidra,,,,true,1,0,3,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-09c0b,th04-maine,mz-load-module,0x9C0B,0x19C0B,0x9C0B,0x4D,0x4D,provisional,library,exclude,excluded,FUN_1000_9c0b,,strings,_TEXT,linked-library,toolchain-or-library:strings,ghidra,,,,true,1,0,3,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-09c58,th04-maine,mz-load-module,0x9C58,0x19C58,0x9C58,0x4D,0x4D,provisional,library,exclude,excluded,FUN_1000_9c58,,strings,_TEXT,linked-library,toolchain-or-library:strings,ghidra,,,,true,1,0,3,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-09ca5,th04-maine,mz-load-module,0x9CA5,0x19CA5,0x9CA5,0x4D,0x4D,provisional,library,exclude,excluded,FUN_1000_9ca5,,strings,_TEXT,linked-library,toolchain-or-library:strings,ghidra,,,,true,1,0,3,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-09cf2,th04-maine,mz-load-module,0x9CF2,0x19CF2,0x9CF2,0x84,0x84,provisional,library,exclude,excluded,FUN_1000_9cf2,,loadprog,_TEXT,linked-library,toolchain-or-library:loadprog,ghidra,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-09d76,th04-maine,mz-load-module,0x9D76,0x19D76,0x9D76,0x89,0x89,provisional,library,exclude,excluded,FUN_1000_9d76,,loadprog,_TEXT,linked-library,toolchain-or-library:loadprog,ghidra,,,,true,1,1,4,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-maine-boundary-09dff,th04-maine,mz-load-module,0x9DFF,0x19DFF,0x9DFF,0x25A,0x25A,corroborated,library,exclude,excluded,__LoadProg,__LoadProg,loadprog,_TEXT,linked-library,toolchain-or-library:loadprog,ghidra+map-public,,,,true,1,1,10,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a059,th04-maine,mz-load-module,0xA059,0x1A059,0xA059,0x31,0x31,corroborated,authored,reconstruct,unreviewed,cfg_load_resident_ptr(),cfg_load_resident_ptr(),th04/maine_e.cpp,MAINE_E_TEXT,candidate-cpp,candidate:th04/maine_e.cpp,ghidra+map-public,,,,true,1,1,3,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a08a,th04-maine,mz-load-module,0xA08A,0x1A08A,0xA08A,0x33,0x33,corroborated,authored,reconstruct,unreviewed,game_exit_and_exec(char far*),game_exit_and_exec(char far*),th04/maine_e.cpp,MAINE_E_TEXT,candidate-cpp,candidate:th04/maine_e.cpp,ghidra+map-public,,,,true,1,1,6,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a0bd,th04-maine,mz-load-module,0xA0BD,0x1A0BD,0xA0BD,0x45,0x45,corroborated,authored,reconstruct,unreviewed,end_animate(),end_animate(),th04/maine_e.cpp,MAINE_E_TEXT,candidate-cpp,candidate:th04/maine_e.cpp,ghidra+map-public,,,,true,1,1,3,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a102,th04-maine,mz-load-module,0xA102,0x1A102,0xA102,0x190,0x190,corroborated,authored,reconstruct,unreviewed,_main,_main,th04/maine_e.cpp,MAINE_E_TEXT,candidate-cpp,candidate:th04/maine_e.cpp,ghidra+map-public,,,,true,1,1,22,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a292,th04-maine,mz-load-module,0xA292,0x1A292,0xA292,0x3F,0x3F,corroborated,authored,reconstruct,unreviewed,cutscene_script_load(const char far*),cutscene_script_load(const char far*),th04/cutscene.cpp,CUTSCENE_TEXT,candidate-cpp,candidate:th04/cutscene.cpp,ghidra+map-public,,,,true,1,1,5,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a2d1,th04-maine,mz-load-module,0xA2D1,0x1A2D1,0xA2D1,0x5,0x5,corroborated,authored,reconstruct,unreviewed,cutscene_script_free(),cutscene_script_free(),th04/cutscene.cpp,CUTSCENE_TEXT,candidate-cpp,candidate:th04/cutscene.cpp,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a2d6,th04-maine,mz-load-module,0xA2D6,0x1A2D6,0xA2D6,0x34,0x34,corroborated,authored,reconstruct,unreviewed,egc_start_copy(),egc_start_copy(),th04/cutscene.cpp,CUTSCENE_TEXT,candidate-cpp,candidate:th04/cutscene.cpp,ghidra+map-public,,,,true,1,3,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a30a,th04-maine,mz-load-module,0xA30A,0x1A30A,0xA30A,0x75,0x75,corroborated,authored,reconstruct,unreviewed,"pic_copy_to_other(int,int)","pic_copy_to_other(int,int)",th04/cutscene.cpp,CUTSCENE_TEXT,candidate-cpp,candidate:th04/cutscene.cpp,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a37f,th04-maine,mz-load-module,0xA37F,0x1A37F,0xA37F,0x12F,0x12F,corroborated,authored,reconstruct,unreviewed,"pic_put_both_masked(int,int,int,int)","pic_put_both_masked(int,int,int,int)",th04/cutscene.cpp,CUTSCENE_TEXT,candidate-cpp,candidate:th04/cutscene.cpp,ghidra+map-public,,,,true,1,0,4,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a4ae,th04-maine,mz-load-module,0xA4AE,0x1A4AE,0xA4AE,0xD1,0xD1,corroborated,authored,reconstruct,unreviewed,box_bg_allocate_and_snap(),box_bg_allocate_and_snap(),th04/cutscene.cpp,CUTSCENE_TEXT,candidate-cpp,candidate:th04/cutscene.cpp,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a57f,th04-maine,mz-load-module,0xA57F,0x1A57F,0xA57F,0x1F,0x1F,corroborated,authored,reconstruct,unreviewed,box_bg_free(),box_bg_free(),th04/cutscene.cpp,CUTSCENE_TEXT,candidate-cpp,candidate:th04/cutscene.cpp,ghidra+map-public,,,,true,1,2,1,target-unpacked-ghidra+candidate-map,
th04-maine-boundary-0a59e,th04-maine,mz-load-module,0xA59E,0x1A59E,0xA59E,0xAF,0xAF,corroborated,authored,reconstruct,unreviewed,box_bg_put(),box_bg_put(),th04/cutscene.cpp,CUTSCENE_TEXT,candidate-cpp,candidate:th04/cutscene.cpp,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
